text,label
change sound mode,settings
show me recent uploads,search
get Netflix and search for documentaries,open_app_and_search
اختبرني في الرياضيات,out_of_scope
قلل الصوت,settings
I want to relax,out_of_scope
use Disney Plus,open_app
launch Rakuten,open_app
I burned my food,out_of_scope
أريد معرفة معلومات عن أماكن سياحية,search
مش فاهم,out_of_scope
شغل برنامج TikTok,open_app
Hulu search true crime,open_app_and_search
my legs hurt,out_of_scope
اليوم كان طويل,out_of_scope
دلني على أفضل المطاعم,search
I feel like dancing,out_of_scope
query Netflix for Inception,open_app_and_search
اذهب إلى WiFi,settings
launch the YouTube application,open_app
enter YouTube,open_app
show me something good,search
ارويلي قصة,out_of_scope
لا,out_of_scope
ادخل Chrome وشوف أغاني هادئة,open_app_and_search
ادخل على تطبيق Instagram,open_app
find wilderness survival shows,search
افتح إعدادات الصوت,settings
change volume,settings
I’m waiting for my friend,out_of_scope
افتح تطبيق Maps,open_app
go to MTV,open_app
ادخل YouTube وشوف فيديوهات تعليمية,open_app_and_search
open the TV show app,open_app
ادخل على تطبيق Snapchat,open_app
فعل الوضع الصامت,settings
reduce screen brightness,settings
order food delivery,out_of_scope
load Prime Video and look for westerns,open_app_and_search
launch my Prime membership,open_app
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
افتح YouTube وابحث عن أغاني هادئة,open_app_and_search
order pizza from Dominos,out_of_scope
ممكن تدور على وصفات طبخ,search
اذهب إلى الإعدادات,settings
افتح تطبيق Netflix,open_app
احكيلي نكتة,out_of_scope
I woke up too early,out_of_scope
search Everything Everywhere All at Once,search
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
set language to Spanish,settings
روح على Instagram واعرض كتب مفيدة,open_app_and_search
book a restaurant reservation,out_of_scope
افتح التنبيهات,settings
find adaptations of novels,search
open Netflix then search for thrillers,open_app_and_search
I’m drinking water,out_of_scope
زود الإضاءة,settings
اختبرني في الرياضيات,out_of_scope
اليوم كان طويل,out_of_scope
ارويلي قصة,out_of_scope
disconnect headphones,settings
ادخل على تطبيق Snapchat,open_app
أنا جوعان,out_of_scope
go to YouTube and find gaming videos,open_app_and_search
start Spotify and play pop music,open_app_and_search
شغل GPS,settings
افتح WiFi,settings
tell me a random fact,out_of_scope
غنيلي أغنية,out_of_scope
go to VRV,open_app
factory reset,settings
كيف أقدر ألاقي وصفات طبخ,search
فعل GPS,settings
open Prime Video and search for classics,open_app_and_search
launch HBO Max and find superhero movies,open_app_and_search
I want to watch Marvel movies,search
افتح متصفح Chrome,open_app
I broke my headphones,out_of_scope
دلني على أسعار السيارات,search
كيف حالك؟,out_of_scope
شغل Facebook ودور على أغاني هادئة,open_app_and_search
search for musicals,search
show me films featuring Morgan Freeman,search
increase subtitle font,settings
modify caption appearance,settings
ارويلي قصة,out_of_scope
I’m in a hurry,out_of_scope
افتح التنبيهات,settings
Netflix and search for standup specials,open_app_and_search
YouTube find workout routines,open_app_and_search
enable kids mode,settings
اليوم كان طويل,out_of_scope
افتح تطبيق Gmail,open_app
change PIN code,settings
ممكن تدور على وظائف متاحة,search
go to YouTube and I'm looking for music,open_app_and_search
احكيلي نكتة,out_of_scope
change subtitle language,settings
show me apocalyptic films,search
أريد معرفة معلومات عن الطقس اليوم,search
access YouTube search bar and find cat videos,open_app_and_search
عايز معلومات عن أماكن سياحية,search
launch TLC,open_app
افتح YouTube عشان أدور على كتب مفيدة,open_app_and_search
لا,out_of_scope
ادخل على تطبيق Maps,open_app
ارويلي قصة,out_of_scope
زود الإضاءة,settings
شغل متصفح Chrome,open_app
search historical dramas,search
open Disney and look for Star Wars content,open_app_and_search
launch Prime and find Tom Cruise movies,open_app_and_search
أريد معرفة معلومات عن سعر الدولار,search
ارفع الاهتزاز,settings
find critically acclaimed movies,search
book a flight to Paris,out_of_scope
check connection status,settings
boot Prime Video and find action content,open_app_and_search
ابحث عن وظائف متاحة,search
book a hotel room,out_of_scope
switch input,settings
افتح Instagram عشان أدور على برامج مشهورة,open_app_and_search
افتح تطبيق Chrome,open_app
I'm feeling shy,out_of_scope
افتح Chrome وابحث عن برامج مشهورة,open_app_and_search
دلني على الطقس اليوم,search
ادخل Instagram وشوف أغاني هادئة,open_app_and_search
شغل Google ودور على كتب مفيدة,open_app_and_search
do you like movies,out_of_scope
أريد معرفة معلومات عن الطقس اليوم,search
شغل وضع الطيران,settings
today is so boring,out_of_scope
افتح تطبيق YouTube الآن,open_app
شغل تطبيق Gmail,open_app
Netflix search Inception,open_app_and_search
pull up Netflix,open_app
I need to calm down,out_of_scope
لا,out_of_scope
روح على Instagram واعرض فيديوهات تعليمية,open_app_and_search
دلني على أسعار الذهب,search
show me Prime Video,open_app
شغل برنامج Gmail,open_app
I’m thinking about my future,out_of_scope
أريد معرفة معلومات عن وظائف متاحة,search
افتح Facebook عشان أدور على صور طبيعة,open_app_and_search
give me Disney Plus,open_app
adjust brightness,settings
look for The Office,search
schedule a doctor appointment,out_of_scope
شغل برنامج Instagram,open_app
شغل Facebook ودور على صور طبيعة,open_app_and_search
change language to English,settings
اخفض الاهتزاز,settings
شغل YouTube ودور على مطاعم قريبة,open_app_and_search
schedule a meeting for tomorrow,out_of_scope
disable closed captions,settings
اذهب إلى WiFi,settings
start National Geographic,open_app
فين ألاقي علاج الصداع,search
open Netflix and search for Inception,open_app_and_search
غنيلي أغنية,out_of_scope
شغل تطبيق Twitter,open_app
launch Netflix and search Wednesday,open_app_and_search
ارفع السطوع,settings
allow me to use Prime Video to look for action,open_app_and_search
cancel my subscription,out_of_scope
change WiFi password,settings
adjust backlight,settings
search medical shows,search
cancel my order,out_of_scope
اقفل التنبيهات,settings
افتح Chrome وابحث عن أغاني هادئة,open_app_and_search
اذهب إلى إعدادات الشاشة,settings
مش فاهم,out_of_scope
الغ WiFi,settings
فين ألاقي الطقس اليوم,search
ادخل على برنامج Spotify,open_app
search 2023 films,search
start Plex,open_app
I’m trying to relax,out_of_scope
find PG-13 content,search
افتح تطبيق Gmail الآن,open_app
go to Netflix and search romantic comedies,open_app_and_search
pull up my YouTube,open_app
تمام,out_of_scope
تمام,out_of_scope
look for Korean dramas,search
set screen timeout,settings
raise volume,settings
افتح تطبيق TikTok,open_app
ادخل على الإعدادات,settings
I’m going to the doctor,out_of_scope
فعل البلوتوث,settings
I'm having a strange day,out_of_scope
turn the volume all the way up,settings
مرحبا,out_of_scope
I lost my keys again,out_of_scope
شو معنى الحياة؟,out_of_scope
افتح Facebook وابحث عن مطاعم قريبة,open_app_and_search
I want to organize my files,out_of_scope
find gladiator movies,search
دلني على أفضل المطاعم,search
Prime Video and look for Tom Hanks,open_app_and_search
شغل برنامج WhatsApp,open_app
fix brightness,settings
check my email,out_of_scope
Prime Video platform start and look for westerns,open_app_and_search
دور على أفلام جديدة,search
افتح WiFi,settings
look for The Matrix,search
send a text message,out_of_scope
in YouTube find music videos,open_app_and_search
find shows with Tina Fey,search
ادخل YouTube وشوف كتب مفيدة,open_app_and_search
find Dolby Atmos content,search
احكيلي نكتة,out_of_scope
افتح تطبيق Maps,open_app
start the sports app,open_app
نعم,out_of_scope
افتح تطبيق Netflix,open_app
go to Netflix and search for Korean dramas,open_app_and_search
search BAFTA winners,search
شو أخبارك؟,out_of_scope
افتح البلوتوث,settings
show system info,settings
bring up YouTube and find music videos,open_app_and_search
روح على الإعدادات,settings
go to Apple TV and find Ted Lasso,open_app_and_search
ارفع الصوت,settings
I’m trying to think clearly,out_of_scope
افتح Facebook وابحث عن صور طبيعة,open_app_and_search
open the music player,open_app
كيف أقدر ألاقي علاج الصداع,search
start Prime Video service and look for action,open_app_and_search
find boxing movies,search
احكيلي نكتة,out_of_scope
دلني على مواعيد الصلاة,search
فعل التنبيهات,settings
فين ألاقي أفضل المطاعم,search
الغ البلوتوث,settings
اخفض الصوت,settings
load Prime Video with look for thrillers,open_app_and_search
call my mom,out_of_scope
search Black Mirror,search
ادخل على إعدادات الشاشة,settings
ادخل على WiFi,settings
open up my Netflix,open_app
play a game,out_of_scope
modify volume,settings
شغل تطبيق Twitter,open_app
قلل الاهتزاز,settings
play chess with me,out_of_scope
start Netflix and look for stand-up comedy,open_app_and_search
روح على Google واعرض كتب مفيدة,open_app_and_search
ادخل على إعدادات الشاشة,settings
فعل WiFi,settings
start A&E,open_app
how do you stay so calm,out_of_scope
كيف حالك؟,out_of_scope
شغل YouTube ودور على مباريات اليوم,open_app_and_search
طفي الوضع الصامت,settings
افتح تطبيق Chrome,open_app
play music on my phone,out_of_scope
open Netflix please,open_app
show Bluetooth devices,settings
طفي GPS,settings
مش فاهم,out_of_scope
YouTube followed by find tutorials,open_app_and_search
كيف أقدر ألاقي أخبار الرياضة,search
switch to German,settings
ادخل Facebook وشوف أغاني هادئة,open_app_and_search
play some background music,out_of_scope
search Squid Game,search
start YouTube TV,open_app
search for movies with Scarlett Johansson,search
نعم,out_of_scope
find Academy Award films,search
لا,out_of_scope
ادخل على تطبيق YouTube,open_app
adjust caption size,settings
launch Disney Channel,open_app
launch YouTube for me,open_app
افتح البلوتوث,settings
start Acorn TV,open_app
I’m trying to lose weight,out_of_scope
using Netflix search for comedies,open_app_and_search
ابحث عن أخبار الرياضة,search
find disaster movies,search
play my podcast,out_of_scope
ادخل على WiFi,settings
search for supernatural shows,search
تمام,out_of_scope
I want to watch a film,search
افتح الانترنت,settings
افتح تطبيق Instagram الآن,open_app
install update,settings
calculate tip for 50 dollars,out_of_scope
روح على Google واعرض أغاني هادئة,open_app_and_search
فين ألاقي أسعار السيارات,search
افتح تطبيق TikTok,open_app
what's your purpose,out_of_scope
أنا جوعان,out_of_scope
switch to HDMI 1,settings
شغل Google ودور على أغاني هادئة,open_app_and_search
launch BritBox,open_app
شغل Chrome ودور على آخر الأخبار,open_app_and_search
I’m trying a new recipe,out_of_scope
افتح وضع الطيران,settings
start Opera browser,open_app
دلني على أسعار السيارات,search
find a show to watch,search
فعل الوضع الصامت,settings
what's 25 times 8,out_of_scope
شغل Google ودور على برامج مشهورة,open_app_and_search
روح على Instagram واعرض مطاعم قريبة,open_app_and_search
go to NFL Sunday Ticket,open_app
look for comedy shows,search
ارفع الاهتزاز,settings
add 456 and 789,out_of_scope
دلني على كورسات برمجة,search
شغل التنبيهات,settings
شو أطبخ اليوم؟,out_of_scope
I missed the bus,out_of_scope
start Chrome browser,open_app
change input source,settings
شغل Facebook ودور على فيديوهات تعليمية,open_app_and_search
فعل وضع الطيران,settings
convert 100 dollars to euros,out_of_scope
go to Cartoon Network,open_app
enhance screen brightness,settings
volume to maximum,settings
in the Netflix app search for horror,open_app_and_search
شو معنى الحياة؟,out_of_scope
ممكن تدور على وصفات طبخ,search
open Audible,open_app
غنيلي أغنية,out_of_scope
ادخل Instagram وشوف مباريات اليوم,open_app_and_search
شغل برنامج TikTok,open_app
شغل تطبيق Facebook,open_app
look for Friends,search
أريد معرفة معلومات عن كورسات برمجة,search
لا,out_of_scope
دور على وصفات طبخ,search
find shows with Sandra Oh,search
initiate Prime Video,open_app
go to HBO Max and find Batman movies,open_app_and_search
my hands are shaking,out_of_scope
ادخل Instagram وشوف برامج مشهورة,open_app_and_search
عايز معلومات عن كورسات برمجة,search
افتح تطبيق Snapchat,open_app
go to DirecTV Stream,open_app
will it rain tomorrow,out_of_scope
show me jungle movies,search
search for award winners,search
go to Now TV,open_app
افتح تطبيق Snapchat الآن,open_app
أنا جوعان,out_of_scope
الغ الموقع,settings
what's the weather,search
fix audio sync,settings
do you dream,out_of_scope
اذهب إلى WiFi,settings
تمام,out_of_scope
شغل برنامج YouTube,open_app
open YouTube and find travel vlogs,open_app_and_search
search medieval movies,search
افتح متصفح Chrome,open_app
disable bass boost,settings
افتح WiFi,settings
set viewing restrictions,settings
ممكن تدور على أفلام جديدة,search
ادخل على تطبيق Netflix,open_app
أريد معرفة معلومات عن أسعار الذهب,search
ارويلي قصة,out_of_scope
كيف أقدر ألاقي سعر الدولار,search
روح على Chrome واعرض مطاعم قريبة,open_app_and_search
شغل تطبيق Netflix,open_app
كيف حالك؟,out_of_scope
check for updates,settings
how's the weather today,search
اخفض السطوع,settings
مرحبا,out_of_scope
شو أطبخ اليوم؟,out_of_scope
enable ethernet,settings
اخفض الإضاءة,settings
do you like to help people,out_of_scope
افتح Instagram عشان أدور على أغاني هادئة,open_app_and_search
enable dynamic contrast,settings
أنا جوعان,out_of_scope
I’m not sure what to do,out_of_scope
find action movies,search
change to USB input,settings
start Prime Video look action movies quickly,open_app_and_search
search trilogy films,search
what's the temperature outside,out_of_scope
دور على تمارين رياضية,search
شغل متصفح Chrome,open_app
عايز معلومات عن أسعار الذهب,search
search cyberpunk movies,search
look for fashion shows,search
غنيلي أغنية,out_of_scope
فين ألاقي تمارين رياضية,search
افتح متصفح Chrome الآن,open_app
روح على إعدادات الصوت,settings
what's on my calendar,out_of_scope
search Avengers,search
زود السطوع,settings
head to Hulu,open_app
افتح الانترنت,settings
I’m visiting a friend later,out_of_scope
I feel nervous about tomorrow,out_of_scope
افتح تطبيق Spotify,open_app
فعل WiFi,settings
I want to see movies with Leonardo DiCaprio,search
check the traffic,out_of_scope
قلل الصوت,settings
volume to half,settings
افتح تطبيق Instagram الآن,open_app
تمام,out_of_scope
show me series with Hugh Laurie,search
start Funimation,open_app
شغل Chrome ودور على فيديوهات تعليمية,open_app_and_search
نعم,out_of_scope
open Tidal,open_app
ارفع الاهتزاز,settings
شغل تطبيق WhatsApp,open_app
شغل التنبيهات,settings
who won the game,out_of_scope
ادخل على تطبيق Gmail,open_app
disable power saving,settings
adjust zoom,settings
do you believe in aliens,out_of_scope
make screen brighter,settings
عايز معلومات عن مواعيد الصلاة,search
شغل برنامج Maps,open_app
روح على Instagram واعرض مباريات اليوم,open_app_and_search
start Disney Plus and I want Marvel content,open_app_and_search
افتح YouTube وابحث عن صور طبيعة,open_app_and_search
I’m planning my weekend,out_of_scope
switch to Prime Video app,open_app
شغل برنامج Facebook,open_app
شو رأيك بالسياسة؟,out_of_scope
go to Disney Plus then search Star Wars,open_app_and_search
I’m drinking coffee,out_of_scope
ادخل Facebook وشوف كتب مفيدة,open_app_and_search
using Prime Video look for action,open_app_and_search
افتح Instagram عشان أدور على برامج مشهورة,open_app_and_search
search German films,search
choose cable input,settings
is the post office open,out_of_scope
شغل الموقع,settings
quieter please,settings
bring me to YouTube and find tutorials,open_app_and_search
change backlight setting,settings
tell me a joke,out_of_scope
روح على Chrome واعرض مطاعم قريبة,open_app_and_search
change audio language,settings
find latest episodes,search
عايز معلومات عن علاج الصداع,search
شو أطبخ اليوم؟,out_of_scope
go to CBeebies,open_app
اخفض الإضاءة,settings
search for noir films,search
ممكن تدور على كورسات برمجة,search
launch YouTube find cat videos now,open_app_and_search
start the browser,open_app
open my YouTube channel,open_app
افتح تطبيق Netflix,open_app
decrease subtitle font,settings
start Hulu and look for Family Guy,open_app_and_search
adjust left-right balance,settings
it’s really cold today,out_of_scope
شغل Instagram ودور على مباريات اليوم,open_app_and_search
مرحبا,out_of_scope
كيف أقدر ألاقي تمارين رياضية,search
دور على سعر الدولار,search
اذهب إلى إعدادات الشاشة,settings
increase brightness,settings
jump to Spotify,open_app
launch Paramount Plus and search for Star Trek,open_app_and_search
اذهب إلى إعدادات الشاشة,settings
اختبرني في الرياضيات,out_of_scope
open Netflix and do a search for Inception,open_app_and_search
get me Spotify,open_app
اليوم كان طويل,out_of_scope
YouTube immediately,open_app
ادخل على تطبيق Gmail,open_app
أنا جوعان,out_of_scope
enable night mode audio,settings
what time is it for you,out_of_scope
افتح Chrome وابحث عن فيديوهات تعليمية,open_app_and_search
show me upcoming releases,search
show me time travel movies,search
YouTube show me cat videos,open_app_and_search
شغل Google ودور على كتب مفيدة,open_app_and_search
افتح تطبيق Maps,open_app
launch Red Bull TV,open_app
ادخل على تطبيق Maps,open_app
كيف أقدر ألاقي أخبار الرياضة,search
open Disney Plus and search for Star Wars,open_app_and_search
ادخل YouTube وشوف آخر الأخبار,open_app_and_search
go to Netflix search function and find Inception,open_app_and_search
ادخل Chrome وشوف فيديوهات تعليمية,open_app_and_search
I’m almost done working,out_of_scope
افتح تطبيق Twitter,open_app
روح على Facebook واعرض أغاني هادئة,open_app_and_search
تمام,out_of_scope
maximum brightness,settings
increase the sound,settings
set parental lock,settings
search PG rated movies,search
شغل تطبيق Twitter,open_app
افتح YouTube وابحث عن آخر الأخبار,open_app_and_search
اخفض الاهتزاز,settings
give me YouTube and let me find cat videos,open_app_and_search
روح على إعدادات الصوت,settings
start Netflix and look for thriller series,open_app_and_search
change to YouTube and find workout videos,open_app_and_search
مرحبا,out_of_scope
اخفض الاهتزاز,settings
ادخل Facebook وشوف مطاعم قريبة,open_app_and_search
I spilled my drink,out_of_scope
أريد معرفة معلومات عن أفضل المطاعم,search
شغل برنامج Snapchat,open_app
what should I wear,out_of_scope
today was amazing,out_of_scope
ابحث عن أسعار السيارات,search
show me Cannes winners,search
launch Safari,open_app
I'm listening to the rain,out_of_scope
لا,out_of_scope
الغ الموقع,settings
launch video app YouTube,open_app
find vampire movies,search
شغل Facebook ودور على برامج مشهورة,open_app_and_search
I'm charging my phone,out_of_scope
افتح Google وابحث عن مباريات اليوم,open_app_and_search
ممكن تدور على مواعيد الصلاة,search
افتح YouTube وابحث عن كتب مفيدة,open_app_and_search
start Prime Video look for action quick,open_app_and_search
روح على YouTube واعرض كتب مفيدة,open_app_and_search
اقفل WiFi,settings
start Prime Video and conduct a search for action,open_app_and_search
show me popular movies,search
شغل برنامج Spotify,open_app
شغل YouTube ودور على مباريات اليوم,open_app_and_search
افتح Chrome وابحث عن كتب مفيدة,open_app_and_search
change source,settings
navigate to Disney Plus and search Star Wars,open_app_and_search
volume down,settings
اقفل التنبيهات,settings
restore factory defaults,settings
find ocean documentaries,search
find Peaky Blinders,search
نعم,out_of_scope
find prison movies,search
restrict content,settings
دور على أماكن سياحية,search
ادخل Facebook وشوف أغاني هادئة,open_app_and_search
افتح Google وابحث عن كتب مفيدة,open_app_and_search
I’m heating my lunch,out_of_scope
كيف أقدر ألاقي أخبار الرياضة,search
دور على علاج الصداع,search
نعم,out_of_scope
افتح YouTube وابحث عن مطاعم قريبة,open_app_and_search
اختبرني في الرياضيات,out_of_scope
مش فاهم,out_of_scope
search for anime,search
كيف حالك؟,out_of_scope
disable screen timeout,settings
ممكن تدور على الطقس اليوم,search
Disney Plus fast,open_app
my phone is overheating,out_of_scope
someone knocked on my door,out_of_scope
I’m going to sleep,out_of_scope
افتح WiFi,settings
عايز معلومات عن محلات ملابس قريبة,search
open Netflix search Inception please,open_app_and_search
قلل الإضاءة,settings
شغل برنامج Spotify,open_app
افتح تطبيق Snapchat الآن,open_app
ادخل Chrome وشوف كتب مفيدة,open_app_and_search
ارويلي قصة,out_of_scope
أريد معرفة معلومات عن كورسات برمجة,search
what are you doing,out_of_scope
روح على WiFi,settings
search for entertainment,search
change screen size,settings
open Netflix application and search Inception,open_app_and_search
كيف حالك؟,out_of_scope
مرحبا,out_of_scope
افتح تطبيق YouTube,open_app
ادخل على تطبيق Maps,open_app
افتح متصفح Chrome الآن,open_app
do you have a hobby,out_of_scope
turn off voice enhancement,settings
فعل الموقع,settings
كيف حالك؟,out_of_scope
ممكن تدور على أسعار الذهب,search
execute YouTube and find cooking shows,open_app_and_search
open the weather app,open_app
افتح Facebook عشان أدور على مباريات اليوم,open_app_and_search
turn up the sound,settings
disable sleep timer,settings
turn on HDR,settings
launch WWE Network,open_app
افتح تطبيق WhatsApp الآن,open_app
ادخل Chrome وشوف آخر الأخبار,open_app_and_search
افتح تطبيق Netflix,open_app
مش فاهم,out_of_scope
دلني على أفلام جديدة,search
tell me something interesting,out_of_scope
شغل Facebook ودور على كتب مفيدة,open_app_and_search
ممكن تدور على سعر الدولار,search
كيف أقدر ألاقي الطقس اليوم,search
launch BBC iPlayer,open_app
get Netflix running,open_app
find period dramas,search
ادخل Google وشوف برامج مشهورة,open_app_and_search
كيف أقدر ألاقي مواعيد الصلاة,search
دلني على أسعار الذهب,search
change screen saver,settings
فعل WiFi,settings
ممكن تدور على أفضل المطاعم,search
look for legal dramas,search
go to YouTube to find cooking videos,open_app_and_search
Disney Plus service go and search animations,open_app_and_search
عايز معلومات عن وصفات طبخ,search
show me Italian cinema,search
افتح Instagram عشان أدور على مطاعم قريبة,open_app_and_search
Prime Video quick,open_app
I want to go for a walk,out_of_scope
turn off Dolby Atmos,settings
search Tom Hanks movies on Prime Video,open_app_and_search
أريد معرفة معلومات عن وظائف متاحة,search
in Prime Video look for action,open_app_and_search
minimum brightness,settings
ادخل Chrome وشوف أغاني هادئة,open_app_and_search
اذهب إلى إعدادات الصوت,settings
الغ وضع الطيران,settings
search YouTube for cat videos,open_app_and_search
ادخل على تطبيق Netflix,open_app
مش فاهم,out_of_scope
الغ الوضع الصامت,settings
عايز معلومات عن محلات ملابس قريبة,search
my flight was delayed,out_of_scope
افتح تطبيق YouTube الآن,open_app
do you have emotions,out_of_scope
"launch YouTube, find cat videos",open_app_and_search
I’m so excited,out_of_scope
search for spy series,search
find archaeology shows,search
افتح الانترنت,settings
أريد معرفة معلومات عن الطقس اليوم,search
روح على YouTube واعرض صور طبيعة,open_app_and_search
احكيلي نكتة,out_of_scope
decrease volume,settings
اقفل البيانات,settings
غنيلي أغنية,out_of_scope
فعل البيانات,settings
اقفل الوضع الصامت,settings
pull up Netflix and search for comedies,open_app_and_search
اقفل WiFi,settings
I had a bad day,out_of_scope
شغل تطبيق Netflix,open_app
open Netflix and I want to search for horror,open_app_and_search
روح على Chrome واعرض برامج مشهورة,open_app_and_search
دور على سعر الدولار,search
go to SoundCloud,open_app
show me war movies,search
فعل البلوتوث,settings
دور على أسعار الذهب,search
فعل التنبيهات,settings
find award winning movies,search
افتح Chrome عشان أدور على برامج مشهورة,open_app_and_search
search for stand-up comedy,search
launch Disney Plus and find Pixar movies,open_app_and_search
كيف أقدر ألاقي أخبار الرياضة,search
pair Bluetooth device,settings
start HBO Max and look for DC movies,open_app_and_search
open Nickelodeon,open_app
ادخل على تطبيق WhatsApp,open_app
أريد معرفة معلومات عن أخبار الرياضة,search
turn off HDR,settings
روح على YouTube واعرض فيديوهات تعليمية,open_app_and_search
I just woke up,out_of_scope
شغل برنامج Instagram,open_app
find Lord of the Rings,search
طفي البلوتوث,settings
search movies with subtitles,search
Netflix followed by search for horror,open_app_and_search
روح على Facebook واعرض مباريات اليوم,open_app_and_search
turn on HBO Max,open_app
فين ألاقي وظائف متاحة,search
ادخل Google وشوف أغاني هادئة,open_app_and_search
روح على Instagram واعرض آخر الأخبار,open_app_and_search
search nature documentaries,search
افتح Chrome وابحث عن آخر الأخبار,open_app_and_search
افتح تطبيق Twitter الآن,open_app
find Marvel in Disney Plus,open_app_and_search
access Apple TV,open_app
اليوم كان طويل,out_of_scope
افتح تطبيق Snapchat الآن,open_app
شغل البيانات,settings
طفي GPS,settings
ادخل Chrome وشوف كتب مفيدة,open_app_and_search
volume up,settings
reset all settings,settings
launch Noggin,open_app
شغل برنامج Maps,open_app
I feel too cold,out_of_scope
افتح تطبيق Snapchat,open_app
make it quieter,settings
look for Harry Potter,search
فعل وضع الطيران,settings
set language to Portuguese,settings
ممكن تدور على تمارين رياضية,search
search family friendly shows,search
افتح تطبيق WhatsApp,open_app
عايز معلومات عن أفلام جديدة,search
افتح Facebook وابحث عن كتب مفيدة,open_app_and_search
enable auto-update,settings
ابحث عن أماكن سياحية,search
run Hulu,open_app
ارفع الصوت,settings
طفي التنبيهات,settings
how old are you,out_of_scope
اقفل الوضع الصامت,settings
افتح WiFi,settings
افتح وضع الطيران,settings
افتح Chrome عشان أدور على برامج مشهورة,open_app_and_search
what can I watch tonight,search
search The Crown,search
ادخل على تطبيق Snapchat,open_app
put on Disney Plus,open_app
search for sequels,search
أنا جوعان,out_of_scope
مرحبا,out_of_scope
الغ البيانات,settings
open UFC Fight Pass,open_app
today is my birthday,out_of_scope
Prime Video followed by look for thrillers,open_app_and_search
افتح تطبيق Spotify,open_app
change to Italian,settings
start F1 TV,open_app
go to the fitness app,open_app
reset picture settings,settings
شو أخبارك؟,out_of_scope
غنيلي أغنية,out_of_scope
احكيلي نكتة,out_of_scope
شغل Chrome ودور على برامج مشهورة,open_app_and_search
change aspect ratio,settings
ابحث عن أخبار الرياضة,search
أريد معرفة معلومات عن كورسات برمجة,search
I’m feeling calm now,out_of_scope
enable power saving,settings
فين ألاقي وظائف متاحة,search
set to Arabic,settings
نعم,out_of_scope
look for Succession,search
start iHeartRadio,open_app
search for westerns,search
أنا جوعان,out_of_scope
افتح متصفح Chrome الآن,open_app
go to Vudu,open_app
اليوم كان طويل,out_of_scope
افتح تطبيق Gmail الآن,open_app
find cat videos in YouTube,open_app_and_search
دور على وصفات طبخ,search
افتح تطبيق Chrome,open_app
forget Bluetooth device,settings
ممكن تدور على الطقس اليوم,search
launch the app for music,open_app
افتح Instagram عشان أدور على مطاعم قريبة,open_app_and_search
افتح الإعدادات,settings
افتح الوضع الصامت,settings
تمام,out_of_scope
كيف أقدر ألاقي تمارين رياضية,search
go to PlayStation Now,open_app
كيف أقدر ألاقي تمارين رياضية,search
طفي التنبيهات,settings
I’m scared of spiders,out_of_scope
search Disney Plus for Marvel,open_app_and_search
my friend is late,out_of_scope
look for closed caption content,search
ادخل على تطبيق TikTok,open_app
روح على YouTube واعرض مباريات اليوم,open_app_and_search
ارفع السطوع,settings
شو معنى الحياة؟,out_of_scope
شو أطبخ اليوم؟,out_of_scope
روح على Chrome واعرض صور طبيعة,open_app_and_search
launch YouTube find cat videos immediately,open_app_and_search
دلني على أسعار السيارات,search
أنا جوعان,out_of_scope
search action thrillers,search
I feel so lazy today,out_of_scope
افتح برنامج Spotify الآن,open_app
YouTube search term cat videos,open_app_and_search
اقفل البلوتوث,settings
it's raining a lot,out_of_scope
ارويلي قصة,out_of_scope
افتح البيانات,settings
الغ الموقع,settings
my shoes are wet,out_of_scope
Disney Plus followed by search Pixar,open_app_and_search
ادخل Instagram وشوف آخر الأخبار,open_app_and_search
find The Batman,search
set auto-off timer,settings
افتح Instagram عشان أدور على مباريات اليوم,open_app_and_search
I'm very relaxed,out_of_scope
شغل تطبيق Twitter,open_app
روح على Chrome واعرض فيديوهات تعليمية,open_app_and_search
