text,label
شغل Chrome ودور على صور طبيعة,open_app_and_search
شغل تطبيق Maps,open_app
عايز معلومات عن أفلام جديدة,search
شغل برنامج Maps,open_app
افتح Google عشان أدور على آخر الأخبار,open_app_and_search
I feel lost,out_of_scope
لا,out_of_scope
افتح تطبيق Maps الآن,open_app
launch YouTube platform and find cat videos,open_app_and_search
افتح GPS,settings
ممكن تدور على أفضل المطاعم,search
أريد معرفة معلومات عن الطقس اليوم,search
افتح تطبيق Snapchat الآن,open_app
افتح Instagram عشان أدور على مباريات اليوم,open_app_and_search
look up cat videos on YouTube,open_app_and_search
search epic length movies,search
start Twitch,open_app
شغل تطبيق Maps,open_app
look for Better Call Saul,search
find shows starring Bryan Cranston,search
I’m listening to birds outside,out_of_scope
أريد معرفة معلومات عن أفلام جديدة,search
change contrast,settings
disconnect from WiFi,settings
Disney Plus search Marvel,open_app_and_search
ابحث عن أخبار الرياضة,search
find Barbie,search
تمام,out_of_scope
change audio balance,settings
روح على Chrome واعرض صور طبيعة,open_app_and_search
open Netflix on my TV and search for Breaking Bad,open_app_and_search
فعل WiFi,settings
فين ألاقي الطقس اليوم,search
adjust display settings,settings
اقفل الانترنت,settings
what’s your favorite color,out_of_scope
روح على Google واعرض صور طبيعة,open_app_and_search
دلني على مواعيد الصلاة,search
ارويلي قصة,out_of_scope
اقفل WiFi,settings
I need some inspiration,out_of_scope
find quick watch films,search
YouTube find cat videos,open_app_and_search
clear cache,settings
search detective mysteries,search
ارويلي قصة,out_of_scope
decrease contrast,settings
search based on true story,search
let me access Disney Plus to search Marvel,open_app_and_search
open streaming app Netflix,open_app
find Avatar,search
query Disney Plus for Marvel,open_app_and_search
فين ألاقي أماكن سياحية,search
شو رأيك بالسياسة؟,out_of_scope
decrease saturation,settings
I want to paint something,out_of_scope
go to Disney Plus search Marvel fast,open_app_and_search
أنا جوعان,out_of_scope
start Nick Jr,open_app
launch Bravo,open_app
شغل تطبيق Twitter,open_app
search movies starring Denzel Washington,search
open Hulu,open_app
search for extended editions,search
ممكن تدور على كورسات برمجة,search
launch YouTube and perform a search for cat videos,open_app_and_search
روح على Facebook واعرض أغاني هادئة,open_app_and_search
نعم,out_of_scope
I feel overwhelmed,out_of_scope
اليوم كان طويل,out_of_scope
غنيلي أغنية,out_of_scope
start up Disney Plus and search for animated films,open_app_and_search
I’m late for work,out_of_scope
روح على Google واعرض مطاعم قريبة,open_app_and_search
كيف أقدر ألاقي أفضل المطاعم,search
turn down brightness,settings
فين ألاقي تمارين رياضية,search
open Boomerang,open_app
access Prime Video and look for Tom Hanks,open_app_and_search
مرحبا,out_of_scope
block channels,settings
I’m having trouble concentrating,out_of_scope
دلني على سعر الدولار,search
روح على Facebook واعرض أغاني هادئة,open_app_and_search
open Netflix and find comedies,open_app_and_search
افتح تطبيق YouTube,open_app
can you launch YouTube and find tutorials,open_app_and_search
Prime Video look for action,open_app_and_search
غنيلي أغنية,out_of_scope
ادخل على تطبيق WhatsApp,open_app
افتح Instagram عشان أدور على آخر الأخبار,open_app_and_search
افتح البيانات,settings
افتح الموقع,settings
افتح تطبيق WhatsApp الآن,open_app
تمام,out_of_scope
let me see YouTube,open_app
ممكن تدور على الطقس اليوم,search
go to The Great Courses,open_app
فين ألاقي أسعار السيارات,search
شغل تطبيق Facebook,open_app
open Fox Sports,open_app
شغل Facebook ودور على أغاني هادئة,open_app_and_search
روح على إعدادات الشاشة,settings
look for British shows,search
ادخل YouTube وشوف صور طبيعة,open_app_and_search
شغل برنامج Gmail,open_app
show me movie series,search
ادخل على متصفح Chrome,open_app
اخفض الاهتزاز,settings
uninstall app,settings
ادخل على إعدادات الشاشة,settings
كيف أقدر ألاقي مواعيد الصلاة,search
دور على أخبار الرياضة,search
شغل تطبيق YouTube,open_app
ادخل Instagram وشوف صور طبيعة,open_app_and_search
play rock music on Spotify,open_app_and_search
start YouTube and look for cooking tutorials,open_app_and_search
I'm worried about my exam,out_of_scope
ادخل على تطبيق Maps,open_app
افتح تطبيق Spotify,open_app
using YouTube find music videos,open_app_and_search
فعل الوضع الصامت,settings
find limited series,search
turn off eco mode,settings
my hands are cold,out_of_scope
اقفل التنبيهات,settings
ادخل Instagram وشوف مباريات اليوم,open_app_and_search
go into Prime Video and look for western movies,open_app_and_search
ادخل Facebook وشوف فيديوهات تعليمية,open_app_and_search
شغل تطبيق Instagram,open_app
go into Netflix and search Stranger Things,open_app_and_search
go to HBO Max and search for Harry Potter,open_app_and_search
screen too bright,settings
ادخل YouTube وشوف فيديوهات تعليمية,open_app_and_search
كيف حالك؟,out_of_scope
روح على Google واعرض فيديوهات تعليمية,open_app_and_search
I’m eating breakfast,out_of_scope
غنيلي أغنية,out_of_scope
شغل برنامج Gmail,open_app
start Apple TV and find documentaries,open_app_and_search
اقفل الانترنت,settings
افتح Instagram عشان أدور على مباريات اليوم,open_app_and_search
launch Apple Music,open_app
اذهب إلى WiFi,settings
connect to WiFi,settings
شو أطبخ اليوم؟,out_of_scope
افتح YouTube وابحث عن فيديوهات تعليمية,open_app_and_search
أنا جوعان,out_of_scope
مش فاهم,out_of_scope
launch video streaming,open_app
طفي البيانات,settings
ادخل على الإعدادات,settings
turn off safe mode,settings
لا,out_of_scope
شغل WiFi,settings
اختبرني في الرياضيات,out_of_scope
can you motivate me,out_of_scope
find Emmy award shows,search
افتح تطبيق Instagram,open_app
Netflix and search Inception,open_app_and_search
غنيلي أغنية,out_of_scope
open Viki,open_app
شغل برنامج YouTube,open_app
مرحبا,out_of_scope
fire up YouTube,open_app
launch Crunchyroll,open_app
أريد معرفة معلومات عن أسعار الذهب,search
change audio format,settings
شغل Google ودور على مطاعم قريبة,open_app_and_search
show my Disney Plus account,open_app
احكيلي نكتة,out_of_scope
فعل البلوتوث,settings
ارفع السطوع,settings
start the streaming service,open_app
ممكن تدور على أسعار السيارات,search
disable parental controls,settings
run Disney Plus with search for Marvel,open_app_and_search
افتح برنامج Spotify,open_app
raise the brightness,settings
set brightness to 80,settings
use Prime Video to look for westerns,open_app_and_search
افتح تطبيق Gmail الآن,open_app
ارويلي قصة,out_of_scope
I lost my pen,out_of_scope
search Prime Video for action,open_app_and_search
ابحث عن أفضل المطاعم,search
change subtitle style,settings
روح على Instagram واعرض مباريات اليوم,open_app_and_search
turn on sleep timer,settings
I can’t focus today,out_of_scope
روح على Instagram واعرض فيديوهات تعليمية,open_app_and_search
مش فاهم,out_of_scope
افتح تطبيق YouTube,open_app
YouTube,open_app
شغل Google ودور على آخر الأخبار,open_app_and_search
افتح Chrome عشان أدور على صور طبيعة,open_app_and_search
روح على إعدادات الشاشة,settings
شغل الوضع الصامت,settings
شغل تطبيق Twitter,open_app
مش فاهم,out_of_scope
modify color temperature,settings
launch Comedy Central,open_app
شغل Instagram ودور على فيديوهات تعليمية,open_app_and_search
find movies featuring Tom Cruise,search
set aspect ratio to 16:9,settings
ادخل Google وشوف كتب مفيدة,open_app_and_search
I’m waiting for the rain to stop,out_of_scope
start ITV Hub,open_app
دور على أفلام جديدة,search
أريد معرفة معلومات عن وصفات طبخ,search
brightness up,settings
ممكن تدور على أماكن سياحية,search
افتح تطبيق Chrome,open_app
اختبرني في الرياضيات,out_of_scope
افتح Facebook عشان أدور على مطاعم قريبة,open_app_and_search
launch Spotify,open_app
let me use Spotify,open_app
ادخل Chrome وشوف فيديوهات تعليمية,open_app_and_search
Netflix app open and search for horror films,open_app_and_search
open ESPN,open_app
look for The Witcher,search
find heist movies,search
ادخل YouTube وشوف آخر الأخبار,open_app_and_search
look up Breaking Bad,search
look for miniseries,search
I’m feeling nostalgic,out_of_scope
شغل برنامج Spotify,open_app
افتح Google وابحث عن أغاني هادئة,open_app_and_search
ممكن تدور على وصفات طبخ,search
Apple TV,open_app
افتح Facebook عشان أدور على مطاعم قريبة,open_app_and_search
launch the news app,open_app
عايز معلومات عن علاج الصداع,search
طفي البلوتوث,settings
open Showtime,open_app
فين ألاقي سعر الدولار,search
فين ألاقي أخبار الرياضة,search
مرحبا,out_of_scope
افتح تطبيق Facebook الآن,open_app
I’m not hungry anymore,out_of_scope
عايز معلومات عن الطقس اليوم,search
ادخل Facebook وشوف مباريات اليوم,open_app_and_search
I’m thinking about dessert,out_of_scope
set sleep timer,settings
sync audio,settings
change display mode,settings
طفي GPS,settings
شغل Facebook ودور على فيديوهات تعليمية,open_app_and_search
search movies under 90 minutes,search
ادخل على إعدادات الشاشة,settings
launch Starz,open_app
dim screen,settings
قلل الاهتزاز,settings
شغل YouTube ودور على مباريات اليوم,open_app_and_search
افتح Chrome عشان أدور على مباريات اليوم,open_app_and_search
do you like ice cream,out_of_scope
find prequel movies,search
شو رأيك بالسياسة؟,out_of_scope
disable night mode audio,settings
look for space movies,search
go Disney Plus then find Marvel,open_app_and_search
I need some quiet,out_of_scope
disable auto volume,settings
I want to travel the world,out_of_scope
اختبرني في الرياضيات,out_of_scope
شغل برنامج Spotify,open_app
find biographical films,search
launch Luna,open_app
search for something interesting,search
I’m laughing so hard,out_of_scope
شغل YouTube ودور على مباريات اليوم,open_app_and_search
افتح YouTube عشان أدور على برامج مشهورة,open_app_and_search
شو أطبخ اليوم؟,out_of_scope
pump up the volume,settings
افتح Instagram عشان أدور على مباريات اليوم,open_app_and_search
go to PBS Kids,open_app
find Jurassic Park,search
launch GeForce Now,open_app
دلني على الطقس اليوم,search
دور على سعر الدولار,search
شو معنى الحياة؟,out_of_scope
show me director's cut versions,search
افتح تطبيق Gmail,open_app
افتح الإعدادات,settings
go to my video app,open_app
search for indie films,search
الغ التنبيهات,settings
دلني على كورسات برمجة,search
I want to use Netflix,open_app
Prime,open_app
reduce volume,settings
شغل تطبيق Gmail,open_app
افتح تطبيق WhatsApp,open_app
أريد معرفة معلومات عن سعر الدولار,search
افتح تطبيق Gmail,open_app
enable game mode,settings
شغل Chrome ودور على صور طبيعة,open_app_and_search
ابحث عن الطقس اليوم,search
I’m thinking about moving,out_of_scope
utilize Disney Plus search and find Marvel,open_app_and_search
روح على Facebook واعرض فيديوهات تعليمية,open_app_and_search
افتح Google عشان أدور على صور طبيعة,open_app_and_search
عايز معلومات عن أخبار الرياضة,search
شغل برنامج Chrome,open_app
I’m eating fruit,out_of_scope
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
مش فاهم,out_of_scope
open Prime Video and find sci-fi shows,open_app_and_search
I'm holding my breath,out_of_scope
افتح تطبيق Facebook,open_app
start Baby TV,open_app
ادخل على تطبيق Gmail,open_app
sing me a song,out_of_scope
I’m thinking about cooking pasta,out_of_scope
افتح Facebook وابحث عن صور طبيعة,open_app_and_search
افتح تطبيق Spotify,open_app
افتح WiFi,settings
أريد معرفة معلومات عن وصفات طبخ,search
search military movies,search
تمام,out_of_scope
روح على Google واعرض صور طبيعة,open_app_and_search
search for espionage thrillers,search
my blanket is so soft,out_of_scope
find new movies this month,search
open Steam Link,open_app
put on Hulu,open_app
روح على YouTube واعرض فيديوهات تعليمية,open_app_and_search
اقفل WiFi,settings
الغ الموقع,settings
اختبرني في الرياضيات,out_of_scope
اختبرني في الرياضيات,out_of_scope
show me real events movies,search
open Sky Go,open_app
search anthology shows,search
I feel optimistic,out_of_scope
I’m stretching my back,out_of_scope
I can't find my remote,out_of_scope
look for movies with Will Smith,search
find Ozark,search
ابحث عن تمارين رياضية,search
Disney Plus search keyword Marvel,open_app_and_search
نعم,out_of_scope
ادخل Facebook وشوف فيديوهات تعليمية,open_app_and_search
اختبرني في الرياضيات,out_of_scope
start Radio app,open_app
find dance movies,search
use Netflix to search for comedies,open_app_and_search
minimum volume,settings
أنا جوعان,out_of_scope
غنيلي أغنية,out_of_scope
افتح Google وابحث عن آخر الأخبار,open_app_and_search
مرحبا,out_of_scope
افتح تطبيق Instagram,open_app
مرحبا,out_of_scope
زود السطوع,settings
نعم,out_of_scope
روح على WiFi,settings
I feel sick,out_of_scope
الغ التنبيهات,settings
روح على Facebook واعرض فيديوهات تعليمية,open_app_and_search
find films with Johnny Depp,search
روح على Google واعرض صور طبيعة,open_app_and_search
دور على أفلام جديدة,search
افتح تطبيق Netflix الآن,open_app
ادخل على برنامج Spotify,open_app
execute Apple TV app,open_app
activate Netflix and find romantic comedies,open_app_and_search
find trending shows,search
ارفع الصوت,settings
شو معنى الحياة؟,out_of_scope
find unrated versions,search
اخفض الإضاءة,settings
دلني على أماكن سياحية,search
أريد معرفة معلومات عن وظائف متاحة,search
search classic films,search
start Kanopy,open_app
what movies are available,search
next input,settings
افتح متصفح Chrome,open_app
bring Netflix with search for horror,open_app_and_search
find House of the Dragon,search
I lost track of time,out_of_scope
go to Hoopla,open_app
I want to use YouTube to find music,open_app_and_search
شغل برنامج Snapchat,open_app
افتح تطبيق Instagram,open_app
search Wednesday,search
open Peacock TV,open_app
لا,out_of_scope
شغل تطبيق Netflix,open_app
bring up Hulu,open_app
شغل تطبيق Snapchat,open_app
I'm bored show me something,search
please start Prime Video and search westerns,open_app_and_search
الغ وضع الطيران,settings
شو رأيك بالسياسة؟,out_of_scope
افتح تطبيق Maps,open_app
شو رأيك بالسياسة؟,out_of_scope
شغل برنامج Spotify,open_app
افتح تطبيق WhatsApp,open_app
ادخل YouTube وشوف أغاني هادئة,open_app_and_search
turn off in 1 hour,settings
Spotify play rock music,open_app_and_search
دور على أماكن سياحية,search
افتح Google عشان أدور على مطاعم قريبة,open_app_and_search
show input options,settings
اخفض الصوت,settings
شغل برنامج Gmail,open_app
I’m walking outside,out_of_scope
عايز معلومات عن أماكن سياحية,search
ارويلي قصة,out_of_scope
مش فاهم,out_of_scope
روح على Google واعرض صور طبيعة,open_app_and_search
افتح تطبيق Facebook,open_app
روح على Facebook واعرض مطاعم قريبة,open_app_and_search
launch the video player,open_app
كيف أقدر ألاقي تمارين رياضية,search
ارفع السطوع,settings
manage apps,settings
اقفل التنبيهات,settings
اليوم كان طويل,out_of_scope
فين ألاقي علاج الصداع,search
I’m waiting for a package,out_of_scope
افتح تطبيق Instagram الآن,open_app
افتح Facebook عشان أدور على مباريات اليوم,open_app_and_search
go into Netflix,open_app
find binge-able series,search
شغل تطبيق Snapchat,open_app
start Prime Video,open_app
افتح تطبيق Gmail,open_app
I feel awkward,out_of_scope
I want top rated movies,search
turn off subtitles,settings
ادخل على WiFi,settings
افتح Facebook وابحث عن برامج مشهورة,open_app_and_search
شغل البلوتوث,settings
مرحبا,out_of_scope
turn off ambient mode,settings
search for top rated films,search
اقفل وضع الطيران,settings
show me superhero movies,search
start Adult Swim,open_app
search IMAX movies,search
مرحبا,out_of_scope
افتح تطبيق Gmail,open_app
روح على Google واعرض صور طبيعة,open_app_and_search
مرحبا,out_of_scope
turn on Bluetooth,settings
find comedies on Netflix,open_app_and_search
شغل Google ودور على صور طبيعة,open_app_and_search
enable developer options,settings
query Prime Video for action movies,open_app_and_search
show me family movies,search
روح على Facebook واعرض كتب مفيدة,open_app_and_search
enable surround sound,settings
brighten screen,settings
tell me something funny,out_of_scope
show me movies with Meryl Streep,search
دلني على تمارين رياضية,search
فين ألاقي أسعار الذهب,search
أنا جوعان,out_of_scope
افتح تطبيق Twitter,open_app
شغل متصفح Chrome,open_app
find Inception in Netflix,open_app_and_search
افتح Chrome عشان أدور على كتب مفيدة,open_app_and_search
I feel sleepy,out_of_scope
lower volume,settings
go to Sling TV,open_app
look for wildlife documentaries,search
access Prime Video,open_app
فين ألاقي أفلام جديدة,search
I’m sitting quietly,out_of_scope
I'm staring at the ceiling,out_of_scope
افتح YouTube وابحث عن أغاني هادئة,open_app_and_search
I need a break,out_of_scope
شغل برنامج Maps,open_app
افتح تطبيق Maps الآن,open_app
would you start Prime Video,open_app
show me gangster films,search
ادخل على تطبيق Netflix,open_app
غنيلي أغنية,out_of_scope
كيف أقدر ألاقي الطقس اليوم,search
فين ألاقي أماكن سياحية,search
افتح Chrome وابحث عن فيديوهات تعليمية,open_app_and_search
افتح تطبيق Twitter الآن,open_app
I want to meditate,out_of_scope
مش فاهم,out_of_scope
احكيلي نكتة,out_of_scope
روح على YouTube واعرض كتب مفيدة,open_app_and_search
change color settings,settings
find sports documentaries,search
enter YouTube and find tutorials,open_app_and_search
عايز معلومات عن أسعار الذهب,search
change subtitle size,settings
شغل Facebook ودور على صور طبيعة,open_app_and_search
افتح تطبيق Instagram,open_app
احكيلي نكتة,out_of_scope
افتح YouTube وابحث عن مباريات اليوم,open_app_and_search
screen too dark,settings
لا,out_of_scope
I don’t feel like talking,out_of_scope
فين ألاقي مواعيد الصلاة,search
search Japanese anime,search
ممكن تدور على محلات ملابس قريبة,search
افتح الانترنت,settings
my computer is very slow,out_of_scope
HBO Max find Game of Thrones,open_app_and_search
فين ألاقي مواعيد الصلاة,search
look for tattoo shows,search
unmute the TV,settings
افتح Instagram عشان أدور على أغاني هادئة,open_app_and_search
لا,out_of_scope
get my Prime Video,open_app
search mafia movies,search
I can’t stop laughing,out_of_scope
فين ألاقي أماكن سياحية,search
I feel hungry,out_of_scope
search for detective series,search
الغ التنبيهات,settings
adjust contrast,settings
I’m waiting for the bus,out_of_scope
افتح YouTube عشان أدور على كتب مفيدة,open_app_and_search
قلل السطوع,settings
الغ البلوتوث,settings
زود الصوت,settings
ابحث عن أسعار السيارات,search
فين ألاقي أخبار الرياضة,search
افتح YouTube عشان أدور على مباريات اليوم,open_app_and_search
ارفع السطوع,settings
شو رأيك بالسياسة؟,out_of_scope
"start Prime Video, look for action",open_app_and_search
افتح تطبيق Facebook الآن,open_app
find royal dramas,search
ممكن تدور على أسعار السيارات,search
look up Inception on Netflix,open_app_and_search
ادخل Chrome وشوف مباريات اليوم,open_app_and_search
find trending films,search
شغل تطبيق TikTok,open_app
I feel tired from work,out_of_scope
search for Inception,search
اليوم كان طويل,out_of_scope
شو أخبارك؟,out_of_scope
I’m looking out the window,out_of_scope
شغل الوضع الصامت,settings
search for Marvel on Disney Plus,open_app_and_search
شغل برنامج YouTube,open_app
شغل برنامج Chrome,open_app
افتح تطبيق Spotify,open_app
find movies from the 90s,search
find horror films,search
ابحث عن علاج الصداع,search
initialize Netflix,open_app
HBO,open_app
start Prime Video then look for sci-fi,open_app_and_search
شغل برنامج Netflix,open_app
ادخل على متصفح Chrome,open_app
ابحث عن كورسات برمجة,search
اقفل الموقع,settings
دور على أفلام جديدة,search
شغل YouTube ودور على أغاني هادئة,open_app_and_search
open FuboTV,open_app
search teen dramas,search
I’m watching the sunset,out_of_scope
turn on captions,settings
تمام,out_of_scope
افتح تطبيق Instagram,open_app
أنا جوعان,out_of_scope
افتح Google عشان أدور على برامج مشهورة,open_app_and_search
start that video thing,open_app
ادخل على تطبيق Netflix,open_app
افتح تطبيق YouTube الآن,open_app
ادخل Chrome وشوف كتب مفيدة,open_app_and_search
دلني على أسعار السيارات,search
show me children's content,search
switch to Prime Video,open_app
launch Prime Video to look for thrillers,open_app_and_search
search Star Wars,search
look for Dune,search
افتح Chrome عشان أدور على مباريات اليوم,open_app_and_search
أريد معرفة معلومات عن الطقس اليوم,search
افتح YouTube وابحث عن مباريات اليوم,open_app_and_search
فين ألاقي أماكن سياحية,search
change network,settings
افتح Google عشان أدور على أغاني هادئة,open_app_and_search
طفي WiFi,settings
شغل الموقع,settings
my shoes don't fit,out_of_scope
start content app Prime Video,open_app
launch Podcast app,open_app
ابحث عن علاج الصداع,search
run Netflix and search horror films,open_app_and_search
find action in Prime Video,open_app_and_search
دلني على سعر الدولار,search
افتح تطبيق Twitter الآن,open_app
find Game of Thrones,search
شغل Instagram ودور على كتب مفيدة,open_app_and_search
فين ألاقي أفلام جديدة,search
دور على علاج الصداع,search
start Disney Plus and look for National Geographic,open_app_and_search
I got sunburned,out_of_scope
ابحث عن أخبار الرياضة,search
ادخل YouTube وشوف برامج مشهورة,open_app_and_search
عايز معلومات عن وصفات طبخ,search
start Hulu and look for anime,open_app_and_search
افتح تطبيق Snapchat,open_app
look for mystery shows,search
زود الإضاءة,settings
change brightness level,settings
look for movie franchises,search
شغل برنامج Twitter,open_app
I don’t feel like cooking,out_of_scope
روح على Facebook واعرض أغاني هادئة,open_app_and_search
disable surround sound,settings
do you like music,out_of_scope
look for Spider-Man,search
search last week's additions,search
اذهب إلى إعدادات الشاشة,settings
افتح WiFi,settings
search films directed by Christopher Nolan,search
I forgot to buy milk,out_of_scope
ادخل Instagram وشوف برامج مشهورة,open_app_and_search
launch TED,open_app
مش فاهم,out_of_scope
ابحث عن محلات ملابس قريبة,search
I lost my wallet,out_of_scope
"go to Disney Plus, search Marvel",open_app_and_search
I'm talking to my friend,out_of_scope
find content with Robert Downey Jr,search
دلني على وصفات طبخ,search
افتح Google وابحث عن برامج مشهورة,open_app_and_search
شو أخبارك؟,out_of_scope
اقفل البلوتوث,settings
turn on sports mode,settings
launch YouTube on this device and find music videos,open_app_and_search
search for pirate films,search
أريد معرفة معلومات عن مواعيد الصلاة,search
my cat is acting weird,out_of_scope
search travel documentaries,search
عايز معلومات عن وصفات طبخ,search
تمام,out_of_scope
look for aviation documentaries,search
I’m waiting for someone to call me,out_of_scope
ادخل على تطبيق Snapchat,open_app
turn on safe mode,settings
نعم,out_of_scope
can you open Netflix,open_app
مش فاهم,out_of_scope
شغل التنبيهات,settings
find political thrillers,search
فين ألاقي أسعار السيارات,search
launch NBA League Pass,open_app
ممكن تدور على الطقس اليوم,search
طفي GPS,settings
ادخل YouTube وشوف أغاني هادئة,open_app_and_search
افتح YouTube عشان أدور على كتب مفيدة,open_app_and_search
افتح تطبيق Instagram,open_app
I’m chewing gum,out_of_scope
start Prime Video then locate action movies,open_app_and_search
ادخل Facebook وشوف مطاعم قريبة,open_app_and_search
open Google Stadia,open_app
روح على Chrome واعرض صور طبيعة,open_app_and_search
find kids movies,search
go to Vimeo,open_app
change to cool color,settings
افتح تطبيق Instagram,open_app
commence YouTube,open_app
عايز معلومات عن محلات ملابس قريبة,search
افتح Google وابحث عن برامج مشهورة,open_app_and_search
افتح تطبيق Netflix الآن,open_app
افتح الوضع الصامت,settings
ابحث عن كورسات برمجة,search
search for 4K movies,search
increase contrast,settings
افتح تطبيق Maps,open_app
روح على YouTube واعرض كتب مفيدة,open_app_and_search
I'm walking in circles,out_of_scope
شغل تطبيق YouTube,open_app
روح على YouTube واعرض برامج مشهورة,open_app_and_search
I want to sleep more,out_of_scope
disable WiFi,settings
I feel like crying,out_of_scope
go to settings app,open_app
شغل برنامج TikTok,open_app
لا,out_of_scope
كيف أقدر ألاقي أسعار السيارات,search
دلني على أفلام جديدة,search
look for this year's releases,search
احكيلي نكتة,out_of_scope
open the meditation app,open_app
افتح تطبيق Facebook,open_app
دلني على علاج الصداع,search
مش فاهم,out_of_scope
دلني على أفضل المطاعم,search
go to Silk browser,open_app
ممكن تدور على مواعيد الصلاة,search
احكيلي نكتة,out_of_scope
الغ التنبيهات,settings
find animated movies,search
افتح Instagram عشان أدور على أغاني هادئة,open_app_and_search
launch Disney Plus and search for Marvel shows,open_app_and_search
أريد معرفة معلومات عن الطقس اليوم,search
طفي البلوتوث,settings
select antenna input,settings
شغل تطبيق YouTube,open_app
افتح Facebook عشان أدور على مباريات اليوم,open_app_and_search
مش فاهم,out_of_scope
دلني على الطقس اليوم,search
ممكن تدور على الطقس اليوم,search
فين ألاقي أسعار السيارات,search
change to wide screen,settings
ادخل على تطبيق Netflix,open_app
كيف حالك؟,out_of_scope
افتح برنامج Spotify الآن,open_app
دلني على تمارين رياضية,search
شغل متصفح Chrome,open_app
I might adopt a pet,out_of_scope
find Chinese movies,search
change to HDMI 4,settings
look for Golden Globe nominees,search
show me Apple TV,open_app
launch DAZN,open_app
I’m confused about everything,out_of_scope
use Disney Plus to search animations,open_app_and_search
فين ألاقي وصفات طبخ,search
افتح GPS,settings
I have a headache,out_of_scope
الغ الوضع الصامت,settings
how are you today,out_of_scope
فعل الموقع,settings
turn on subtitles,settings
افتح Google وابحث عن آخر الأخبار,open_app_and_search
mute the TV,settings
دور على أفلام جديدة,search
اقفل WiFi,settings
I’m reading a book,out_of_scope
start CuriosityStream,open_app
شغل برنامج Gmail,open_app
ادخل Google وشوف برامج مشهورة,open_app_and_search
عايز معلومات عن علاج الصداع,search
دور على علاج الصداع,search
شغل تطبيق Netflix,open_app
I need more time,out_of_scope
I’m having trouble sleeping,out_of_scope
search movies based on books,search
I’m trying to save money,out_of_scope
look for castle documentaries,search
find dubbed versions,search
روح على Facebook واعرض كتب مفيدة,open_app_and_search
look up Marvel on Disney Plus,open_app_and_search
open Animal Planet,open_app
show me binge worthy series,search
احكيلي نكتة,out_of_scope
طفي GPS,settings
Disney Plus and search Pixar,open_app_and_search
روح على YouTube واعرض برامج مشهورة,open_app_and_search
switch to Korean,settings
go to Prime Video and find Jack Ryan,open_app_and_search
افتح Chrome عشان أدور على آخر الأخبار,open_app_and_search
activate vivid mode,settings
I feel confused,out_of_scope
launch YouTube and search for workout videos,open_app_and_search
اليوم كان طويل,out_of_scope
دور على أفلام جديدة,search
change to Japanese,settings
YouTube application launch and find tutorials,open_app_and_search
افتح تطبيق Instagram,open_app
I'm not feeling well,out_of_scope
modify picture settings,settings
اخفض السطوع,settings
افتح Chrome وابحث عن مطاعم قريبة,open_app_and_search
طفي الوضع الصامت,settings
search The Bear,search
افتح تطبيق WhatsApp الآن,open_app
previous input,settings
I’m so happy today,out_of_scope
Netflix search query Inception,open_app_and_search
شغل YouTube ودور على فيديوهات تعليمية,open_app_and_search
ادخل على تطبيق Maps,open_app
ادخل YouTube وشوف كتب مفيدة,open_app_and_search
اختبرني في الرياضيات,out_of_scope
open Golf Channel,open_app
أريد معرفة معلومات عن وصفات طبخ,search
ابحث عن وظائف متاحة,search
فين ألاقي سعر الدولار,search
show me monster movies,search
كيف أقدر ألاقي أفلام جديدة,search
اختبرني في الرياضيات,out_of_scope
do you know my name,out_of_scope
go to Firefox,open_app
launch Spotify and find meditation music,open_app_and_search
افتح تطبيق Gmail,open_app
turn on voice enhancement,settings
start Paramount Plus,open_app
الغ البيانات,settings
شغل Facebook ودور على آخر الأخبار,open_app_and_search
show me popular shows,search
دور على وظائف متاحة,search
boost volume,settings
دور على أخبار الرياضة,search
فعل GPS,settings
افتح GPS,settings
زود الإضاءة,settings
ادخل Google وشوف كتب مفيدة,open_app_and_search
افتح إعدادات الصوت,settings
I'm feeling lonely,out_of_scope
turn on eco mode,settings
افتح تطبيق TikTok,open_app
افتح تطبيق WhatsApp,open_app
افتح Chrome وابحث عن برامج مشهورة,open_app_and_search
شغل Chrome ودور على كتب مفيدة,open_app_and_search
فين ألاقي أسعار السيارات,search
I’m cleaning my room,out_of_scope
start the file manager,open_app
اختبرني في الرياضيات,out_of_scope
